,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,nandurbar,-32.035,-52.0986,80.71,63,1,5.46,BR,1627145415
359,nandurbar,-39.7583,174.4833,47.61,94,9,5.99,NZ,1627145578
360,nandurbar,-8.9266,125.4092,56.32,41,26,3.04,TL,1627145122
361,nandurbar,64.75,177.4833,55.9,100,90,8.01,RU,1627145313
362,nandurbar,-14.5566,30.8149,64.49,53,75,8.61,ZM,1627145579
363,nandurbar,-2.9248,-39.9167,87.06,48,45,17.72,BR,1627145392
364,nandurbar,64.8945,-23.7142,50.61,92,100,10.29,IS,1627145181
365,nandurbar,63.0128,112.4714,57.56,68,87,4.07,RU,1627145457
366,nandurbar,-9.1061,124.8925,66.85,69,13,4.68,ID,1627145450
367,nandurbar,49.1919,-98.1014,81.23,33,0,14.97,CA,1627145582
368,nandurbar,-23.65,-70.4,65.21,64,68,8.79,CL,1627145455
369,nandurbar,61.8106,51.5806,53.6,74,94,7.63,RU,1627145583
370,nandurbar,-15.1961,12.1522,68.31,74,0,7.43,AO,1627145586
371,nandurbar,40.9086,37.6845,58.03,88,48,3.91,TR,1627145587
372,nandurbar,-21.3393,55.4781,71.24,71,40,5.75,RE,1627145588
373,nandurbar,38.4953,102.1739,78.55,42,97,13.51,CN,1627145588
374,nandurbar,26.5921,12.7805,94.44,13,0,11.7,LY,1627145589
375,nandurbar,41.7597,86.1469,91.83,20,0,4.09,CN,1627145589
376,nandurbar,20.5169,-13.0499,106.12,14,75,8.52,MR,1627145487
377,nandurbar,-32.4825,-58.2372,75.97,55,84,4.0,AR,1627145590
378,nandurbar,-20.2333,164.0167,71.87,84,6,6.06,NC,1627145262
379,nandurbar,-6.9811,-34.8339,83.07,63,0,17.52,BR,1627145591
380,nandurbar,54.3417,89.9261,63.99,89,91,3.47,RU,1627145592
381,nandurbar,-35.3333,-72.4167,53.69,83,100,12.5,CL,1627145143
382,nandurbar,13.2167,80.3167,87.89,67,97,12.62,IN,1627145593
383,nandurbar,-14.97,22.6814,69.48,33,15,5.93,ZM,1627145594
384,nandurbar,63.2842,118.3319,57.36,78,12,5.39,RU,1627145595
385,nandurbar,17.2119,96.3033,77.18,92,100,6.71,MM,1627145473
386,nandurbar,-26.6167,-54.1333,79.86,26,0,6.91,AR,1627145595
387,nandurbar,60.34,102.2797,64.24,73,5,2.28,RU,1627145596
388,nandurbar,32.3754,15.0925,83.84,54,0,9.95,LY,1627145597
389,nandurbar,28.3667,129.4833,77.4,92,100,21.72,JP,1627145466
390,nandurbar,44.0787,-80.2041,69.13,69,94,16.8,CA,1627145598
391,nandurbar,43.6167,27.1167,76.24,51,33,6.55,BG,1627145598
392,nandurbar,-23.5333,148.1667,55.35,51,0,6.91,AU,1627145598
393,nandurbar,17.0151,54.0924,78.89,94,90,6.91,OM,1627145184
394,nandurbar,26.7292,33.9365,94.95,43,0,8.59,EG,1627145318
395,nandurbar,30.3333,10.85,96.67,12,0,7.38,LY,1627145495
396,nandurbar,-26.8241,-65.2226,75.2,27,78,9.22,AR,1627145414
397,nandurbar,46.4856,135.8833,72.14,77,82,3.87,RU,1627145600
398,nandurbar,61.3037,17.0592,78.98,52,97,8.57,SE,1627145600
399,nandurbar,61.9875,5.1352,60.87,91,98,4.76,NO,1627145600
400,nandurbar,40.9214,9.4856,96.85,23,40,11.5,IT,1627145601
401,nandurbar,28.2333,83.9833,73.99,97,76,0.76,NP,1627145601
402,nandurbar,51.226,-58.6502,58.82,65,87,8.08,CA,1627145411
403,nandurbar,-18.0607,13.84,65.86,12,0,9.35,NA,1627145602
404,nandurbar,-19.9842,57.6142,70.29,72,53,3.0,MU,1627145459
405,nandurbar,60.3778,92.6267,64.71,64,81,2.86,RU,1627145602
406,nandurbar,10.4703,-84.9671,71.31,95,100,2.82,CR,1627145603
407,nandurbar,34.4133,-119.861,92.34,74,90,0.0,US,1627145603
408,nandurbar,-20.2839,-42.3411,77.02,34,0,3.87,BR,1627145604
409,nandurbar,66.3167,-179.1667,44.33,98,100,1.63,RU,1627145604
410,nandurbar,20.7833,97.0333,64.78,94,98,3.4,MM,1627145604
411,nandurbar,-8.8368,13.2343,75.2,73,20,9.22,AO,1627145220
412,nandurbar,0.3546,37.5822,75.4,42,95,6.17,KE,1627145605
413,nandurbar,37.8167,140.55,72.12,84,35,0.69,JP,1627145605
414,nandurbar,55.5005,46.4129,55.85,82,46,3.62,RU,1627145606
415,nandurbar,-28.0611,-50.9383,73.38,36,0,4.59,BR,1627145606
416,nandurbar,8.4054,48.4845,81.1,43,95,27.51,SO,1627145606
417,nandurbar,-35.7167,150.1833,47.98,71,62,6.76,AU,1627145483
418,nandurbar,27.2833,80.8333,87.69,71,26,7.43,IN,1627145607
419,nandurbar,49.9409,5.0159,69.69,92,51,7.63,BE,1627145607
420,nandurbar,43.2128,-75.4557,81.95,56,1,10.36,US,1627145312
421,nandurbar,62.892,54.9635,47.07,60,63,5.32,RU,1627145454
422,nandurbar,42.8115,10.3146,87.78,88,40,9.22,IT,1627145608
423,nandurbar,51.7102,143.2326,60.28,99,89,2.42,RU,1627145608
424,nandurbar,19.0144,72.8479,84.18,89,75,12.66,IN,1627145485
425,nandurbar,58.655,27.1592,73.63,49,82,4.47,EE,1627145609
426,nandurbar,59.4511,112.5578,62.65,74,65,2.91,RU,1627145609
427,nandurbar,-7.6142,-72.8958,87.87,51,75,5.75,BR,1627145610
428,nandurbar,61.95,159.2333,50.11,98,100,2.17,RU,1627145610
429,nandurbar,50.3833,116.5167,55.22,94,21,8.57,RU,1627145611
430,nandurbar,36.2946,-76.2511,86.05,53,1,1.01,US,1627145420
431,nandurbar,19.1059,37.3321,90.63,53,95,7.09,SD,1627145611
432,nandurbar,70.0311,20.9714,48.7,98,100,10.47,NO,1627145612
433,nandurbar,-38.5473,-58.7368,53.04,50,79,16.58,AR,1627145432
434,nandurbar,36.6244,-119.3137,97.45,34,1,9.22,US,1627145612
435,nandurbar,6.8436,101.178,80.1,81,98,7.0,TH,1627145613
436,nandurbar,24.4167,111.5167,78.66,84,5,2.06,CN,1627145613
437,nandurbar,-9.6608,20.3916,73.85,26,1,3.27,AO,1627145613
438,nandurbar,37.0194,-7.9322,85.78,39,0,12.66,PT,1627145614
439,nandurbar,43.4696,-111.9666,78.94,34,1,1.01,US,1627145530
440,nandurbar,20.7,-105.2,84.22,81,98,4.0,MX,1627145158
441,nandurbar,60.4078,57.082,48.72,89,100,1.7,RU,1627145615
442,nandurbar,55.5258,101.0536,60.35,66,0,5.44,RU,1627145615
443,nandurbar,-10.1256,-36.1756,78.21,69,43,13.53,BR,1627145616
444,nandurbar,9.4942,50.8122,77.77,75,89,30.2,SO,1627145423
445,nandurbar,71.0357,27.8492,44.89,87,100,25.75,NO,1627145497
446,nandurbar,5.2741,-3.595,80.22,63,95,6.67,CI,1627145616
447,nandurbar,66.1451,-65.7125,50.0,66,90,4.61,CA,1627145617
448,nandurbar,64.2539,-15.2082,53.65,99,100,17.38,IS,1627145436
449,nandurbar,-17.7333,-149.15,69.82,71,0,8.97,PF,1627145468
450,nandurbar,41.3888,2.159,96.96,70,20,3.0,ES,1627145598
451,nandurbar,54.2331,-125.7533,53.02,59,97,4.09,CA,1627145420
452,nandurbar,3.9366,41.867,83.43,40,100,23.51,KE,1627145489
453,nandurbar,35.244,60.6225,89.15,12,0,15.41,IR,1627145618
454,nandurbar,-32.7217,25.588,49.05,28,0,4.99,ZA,1627145618
455,nandurbar,33.0559,113.7978,76.24,88,1,1.97,CN,1627145619
456,nandurbar,25.5333,-103.25,81.1,41,47,9.91,MX,1627145619
457,nandurbar,22.9333,97.75,69.78,99,100,0.43,MM,1627145620
458,nandurbar,56.2501,-117.286,64.71,59,20,19.57,CA,1627145620
459,nandurbar,-10.4056,-36.4344,78.71,68,32,13.2,BR,1627145388
460,nandurbar,-12.974,40.5178,75.9,53,75,21.0,MZ,1627145621
461,nandurbar,56.8471,105.2542,61.39,68,100,2.82,RU,1627145621
462,nandurbar,-36.0333,146.3833,44.78,90,100,14.52,AU,1627145621
463,nandurbar,34.2257,-77.9447,88.93,61,1,10.36,US,1627145419
464,nandurbar,29.0667,-110.9667,91.27,62,94,5.01,MX,1627145459
465,nandurbar,-9.8756,-56.0861,97.14,21,51,4.36,BR,1627145469
466,nandurbar,43.7094,-98.0298,82.38,69,1,5.75,US,1627145449
467,nandurbar,-4.5772,-81.2719,75.96,64,0,11.5,PE,1627145623
468,nandurbar,35.8419,14.5431,88.41,33,0,8.05,MT,1627145623
469,nandurbar,-25.4,-70.4833,60.89,67,32,6.46,CL,1627145478
470,nandurbar,61.15,149.6333,57.36,96,100,7.27,RU,1627145624
471,nandurbar,9.5334,31.6605,73.99,95,99,5.88,SS,1627145624
472,nandurbar,-2.4008,11.3581,84.67,46,80,4.79,GA,1627145625
473,nandurbar,26.8881,112.615,78.69,84,12,7.25,CN,1627145625
474,nandurbar,-20.2078,57.7625,69.91,77,52,8.88,MU,1627145446
475,nandurbar,28.5833,65.4167,101.28,15,67,5.97,PK,1627145626
476,nandurbar,18.6853,12.9164,102.13,24,48,13.67,NE,1627145397
477,nandurbar,-4.3319,-40.1567,94.68,24,30,8.63,BR,1627145626
478,nandurbar,-19.9309,-60.7718,96.66,19,0,15.77,PY,1627145558
479,nandurbar,57.0531,-135.33,57.09,88,90,0.0,US,1627145451
480,nandurbar,14.3,-91.9167,93.76,75,100,5.73,GT,1627145627
481,nandurbar,4.9247,6.2642,79.97,65,70,7.83,NG,1627145627
482,nandurbar,-24.1333,19.1167,54.12,12,0,10.67,NA,1627145628
483,nandurbar,45.3167,55.2,92.41,32,55,13.62,KZ,1627145628
484,nandurbar,24.8,125.2833,82.76,86,100,23.76,JP,1627145629
485,nandurbar,-36.2333,149.1333,38.97,81,40,16.11,AU,1627145629
486,nandurbar,42.6225,126.2614,70.81,78,62,2.59,CN,1627145630
487,nandurbar,17.4924,44.1277,92.05,29,63,13.98,SA,1627145630
488,nandurbar,19.7008,-101.1844,72.19,50,8,2.06,MX,1627145630
489,nandurbar,65.9939,57.5281,49.6,82,100,7.18,RU,1627145631
490,nandurbar,20.931,-17.0347,75.18,78,3,19.57,MR,1627145631
491,nandurbar,-28.55,16.4333,66.58,23,2,9.01,NA,1627145632
492,nandurbar,9.285,105.7244,80.01,80,98,12.46,VN,1627145632
493,nandurbar,19.9,77.5833,78.37,83,100,8.28,IN,1627145632
494,nandurbar,-20.7833,117.1333,71.2,50,8,6.93,AU,1627145633
495,nandurbar,56.9055,12.4912,77.97,69,80,2.21,SE,1627145634
496,nandurbar,4.8,119.85,83.44,82,57,15.21,PH,1627145635
497,nandurbar,-21.8025,-49.61,85.62,18,0,9.55,BR,1627145536
498,nandurbar,16.3016,103.9768,73.17,93,100,18.9,TH,1627145635
499,nandurbar,-7.6072,109.5142,79.83,86,43,3.65,ID,1627145636
500,nandurbar,-5.55,12.2,73.69,78,3,11.03,AO,1627145636
501,nandurbar,14.0,-11.0,92.71,45,60,4.7,ML,1627145636
502,nandurbar,-17.5667,-149.8667,69.53,62,0,8.25,PF,1627145637
503,nandurbar,50.8165,-119.6857,78.4,42,16,2.1,CA,1627145637
504,nandurbar,51.2585,-80.6094,68.0,88,90,17.27,CA,1627145421
505,nandurbar,31.8111,121.655,82.04,88,100,28.25,CN,1627145471
506,nandurbar,-8.4192,20.7447,78.42,23,1,3.02,AO,1627145638
507,nandurbar,37.7799,-121.978,79.09,56,1,3.0,US,1627145566
508,nandurbar,8.85,-82.5667,62.65,69,100,0.83,PA,1627145639
509,nandurbar,39.1834,-84.5333,86.95,62,1,1.01,US,1627145278
510,nandurbar,16.4723,-94.8295,90.1,49,95,16.53,MX,1627145639
511,nandurbar,0.267,36.5389,63.01,68,100,4.23,KE,1627145640
512,nandurbar,18.5007,102.4166,74.48,98,100,2.46,LA,1627145640
513,nandurbar,4.5721,28.3955,71.15,89,85,3.87,SS,1627145640
514,nandurbar,14.9215,-23.5087,82.94,54,40,5.75,CV,1627145641
515,nandurbar,-7.6087,15.0613,78.12,21,0,3.85,AO,1627145641
516,nandurbar,22.6783,-3.9836,112.82,5,4,9.95,ML,1627145235
517,nandurbar,-16.7,-151.0167,77.14,71,4,11.81,PF,1627145642
518,nandurbar,25.3833,97.4,76.15,99,67,0.81,MM,1627145642
519,nandurbar,21.4612,-71.1419,84.16,70,40,16.11,TC,1627145201
520,nandurbar,-9.4467,124.4781,63.82,63,63,3.13,ID,1627145643
521,nandurbar,59.7035,30.7861,67.89,52,27,3.51,RU,1627145410
522,nandurbar,-6.2167,149.55,77.77,90,76,4.54,PG,1627145643
523,nandurbar,48.2869,24.5719,72.55,89,64,1.9,UA,1627145644
524,nandurbar,9.9022,4.4192,81.03,65,72,7.58,NG,1627145644
525,nandurbar,-6.6447,-51.995,95.34,23,94,5.7,BR,1627145507
526,nandurbar,-12.0432,-77.0282,62.85,72,90,8.05,PE,1627145438
527,nandurbar,-16.0335,34.8009,67.23,60,88,8.66,MW,1627145645
528,nandurbar,19.2167,-98.8083,69.03,46,5,4.16,MX,1627145646
529,nandurbar,53.0452,158.6483,54.19,100,20,4.47,RU,1627145646
530,nandurbar,4.8845,-1.7554,77.52,71,84,8.88,GH,1627145463
531,nandurbar,-18.65,-173.9833,74.08,94,20,0.0,TO,1627145647
532,nandurbar,17.5167,-101.2667,87.62,61,62,5.86,MX,1627145647
533,nandurbar,51.5,156.5167,53.2,99,86,1.72,RU,1627145647
534,nandurbar,-22.116,14.2845,64.87,36,1,3.87,NA,1627145391
535,nandurbar,14.2,24.6667,82.62,46,77,4.97,SD,1627145477
536,nandurbar,-12.65,-73.9167,72.1,40,0,5.93,PE,1627145648
537,nandurbar,-41.0667,145.9167,42.93,80,98,19.93,AU,1627145648
538,nandurbar,3.3,117.6333,78.3,83,75,16.11,ID,1627145649
539,nandurbar,7.1065,6.7342,78.15,89,58,3.15,NG,1627145649
540,nandurbar,27.11,109.9956,74.26,96,97,2.55,CN,1627145650
541,nandurbar,6.9538,-71.8752,80.74,84,100,3.18,CO,1627145650
542,nandurbar,24.7553,71.7722,88.93,61,96,16.15,IN,1627145650
543,nandurbar,-21.3667,55.6167,70.16,81,57,8.03,RE,1627145422
544,nandurbar,58.6667,66.5667,58.73,88,92,4.0,RU,1627145651
545,nandurbar,47.8305,36.1276,78.28,56,16,5.64,UA,1627145651
546,nandurbar,-21.0096,55.2707,71.69,77,34,4.61,RE,1627145652
547,nandurbar,7.9986,124.2928,70.25,89,88,6.08,PH,1627145328
548,nandurbar,37.4636,-122.4286,76.6,77,75,3.44,US,1627145114
549,nandurbar,52.4994,73.0975,80.37,31,48,8.79,KZ,1627145652
550,nandurbar,21.3667,74.25,78.96,86,96,17.2,IN,1627145653
